#note_time|1
#song_time|2.3
#song_bpms|0180  #note|beat|bpm|speed
0004|008|000|000
0030|008|000|000
0004|008|000|000
1000|008|000|000
0004|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
1000|008|000|000
0004|008|000|000
1000|008|000|000
0030|008|000|000
0004|008|000|000
0200|008|000|000 # result
0000|008|000|000
0230|008|000|000
0000|008|000|000
0004|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0004|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
1000|008|000|000
0004|008|000|000
0200|008|000|000
0030|008|000|000
0004|008|000|000
1000|008|000|000 # result
0000|008|000|000
1004|008|000|000
0000|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
1000|008|000|000
0030|008|000|000
0030|008|000|000
0200|008|000|000
1000|008|000|000
1000|008|000|000
0004|008|000|000
0030|008|000|000
0004|008|000|000
1000|008|000|000
0200|008|000|000 # result
0000|008|000|000
1030|008|000|000
0000|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0004|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
0004|008|000|000
0030|008|000|000
0004|008|000|000
1000|008|000|000
0030|004|000|000 # result
0000|008|000|000
1030|016|000|000
0000|008|000|000
1030|008|000|000
0000|008|000|000
0204|008|000|000
0000|008|000|000
1030|016|000|000
0000|008|000|000
0204|016|000|000
0000|008|000|000
0204|008|000|000
0000|008|000|000
1030|008|000|000
0000|008|000|000
0204|002|000|000
0000|002|000|000
0000|002|000|000
0000|002|000|000
0000|002|000|000
0000|008|000|000
0004|008|000|000
0200|008|000|000
0000|008|000|000 # result
1000|008|000|000
0030|008|000|000
0004|008|000|000
1000|008|000|000
0200|004|000|000
0000|008|000|000
0200|008|000|000
0004|008|000|000
0030|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
0004|004|000|000 # result
0000|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
0004|008|000|000
0030|008|000|000
1000|008|000|000
0200|008|000|000
0004|008|000|000
0004|008|000|000
1000|008|000|000
0200|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0004|004|000|000 # result
0000|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0004|008|000|000
0200|008|000|000
1000|008|000|000
0200|004|000|000
0000|008|000|000
1000|008|000|000
0004|008|000|000
0200|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0030|004|000|000
0000|008|000|000 # result
0030|008|000|000
1000|008|000|000
0004|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
1000|008|000|000
0030|008|000|000
0004|008|000|000 # result
0000|008|000|000
0204|008|000|000
1030|008|000|000
0004|008|000|000
0030|008|000|000
0200|008|000|000 # result
0030|008|000|000
0000|016|000|000
0000|008|000|000
1200|008|000|000
1200|008|000|000
0004|008|000|000
0000|016|000|000
0000|008|000|000
0200|008|000|000
1000|008|000|000
0004|008|000|000
0000|008|000|000
0034|008|000|000
0034|008|000|000
1000|004|000|000 # result
0000|008|000|000
0200|008|000|000
0030|008|000|000
1000|008|000|000
0000|008|000|000
0004|008|000|000
0200|008|000|000
0030|008|000|000
0000|008|000|000
0030|016|000|000
0004|008|000|000
0200|008|000|000
0000|008|000|000
1000|008|000|000
0004|008|000|000
0200|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
0200|008|000|000
1000|008|000|000
0030|008|000|000
1000|008|000|000
0200|008|000|000 # result
0030|016|000|000
0004|008|000|000
0030|016|000|000
0004|008|000|000
0030|016|000|000
0004|008|000|000
0000|008|000|000
1000|008|000|000
0200|008|000|000
0030|008|000|000
1000|016|000|000
0200|008|000|000
1000|016|000|000
0200|008|000|000
1000|016|000|000
0200|008|000|000 # result
0030|008|000|000
0200|008|000|000
0030|016|000|000
0200|008|000|000
1000|008|000|000
0004|008|000|000
0000|008|000|000
0030|016|000|000
0200|008|000|000
0200|008|000|000
0030|008|000|000
1000|008|000|000
0030|008|000|000
0000|008|000|000
0030|008|000|000
1000|008|000|000
0200|008|000|000
0004|008|000|000
1000|004|000|000 # result
0000|008|000|000
0200|008|000|000
1000|008|000|000
0030|016|000|000
0000|008|000|000
0030|016|000|000
0000|008|000|000
0200|008|000|000
1000|008|000|000 # result
0000|008|000|000
0004|008|000|000
0200|008|000|000
0000|008|000|000
0030|008|000|000
1000|008|000|000
0030|008|000|000
1000|008|000|000
0004|008|000|000
0200|008|000|000
1000|008|000|000
0030|008|000|000
0004|008|000|000
0000|008|000|000
0200|008|000|000
1000|008|000|000
0000|008|000|000
1000|016|000|000
0030|008|000|000
0200|016|000|000
0030|008|000|000
0200|008|000|000
1000|008|000|000
0004|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0030|008|000|000
0000|008|000|000
0004|008|000|000
1000|008|000|000
0200|008|000|000
0930|008|000|000
1000|008|000|000
0200|008|000|000
0004|008|000|000
0030|008|000|000
0200|008|000|000
1000|008|000|000
1000|008|000|000
0004|008|000|000
0030|008|000|000
0200|004|000|000
0000|008|000|000
1000|008|000|000
0030|008|000|000
0200|008|000|000
0200|008|000|000
0200|008|000|000
0030|008|000|000
0004|008|000|000
